item_code,model_name,item_category,phase_in_at,vertical_name,sku
48.99142,The Roger Clubhouse,Shoes,2021-11-04T00:00:00Z,Performance All Day,The Roger Clubhouse W Almond | Sand
48.98735,The Roger Clubhouse,Shoes,2022-01-13T00:00:00Z,Performance All Day,THE ROGER Clubhouse W Black | Lavender
48.98737,The Roger Clubhouse,Shoes,2022-01-13T00:00:00Z,Performance All Day,THE ROGER Clubhouse W White | Indigo
809.00583,Hoodie,Apparel,2021-05-20T00:00:00Z,Performance All Day,CH Paralympic Hoodie W Redwood
25.99081,Cloudflow,Shoes,2021-07-08T00:00:00Z,Performance Running,Cloudflow Team Norge M Rust | Eclipse
25.99079,Cloudflow,Shoes,2021-07-08T00:00:00Z,Performance Running,Cloudflow Team Norge W Rust | White
23.99549,Cloudrock Waterproof,Shoes,2021-03-18T00:00:00Z,Performance Outdoor,Cloudrock Waterproof M Pecan | Brown
23.99246,Cloudrock Waterproof,Shoes,2021-09-02T00:00:00Z,Performance Outdoor,Cloudrock Waterproof M Rock | Eclipse
23.99047,Cloudrock Waterproof,Shoes,2022-04-14T00:00:00Z,Performance Outdoor,Cloudrock Waterproof M Kelp | Lead
23.99548,Cloudrock Waterproof,Shoes,2021-03-18T00:00:00Z,Performance Outdoor,Cloudrock Waterproof W Desert | Clay
23.99245,Cloudrock Waterproof,Shoes,2021-10-07T00:00:00Z,Performance Outdoor,Cloudrock Waterproof W Olive | Reed
23.99046,Cloudrock Waterproof,Shoes,2022-04-14T00:00:00Z,Performance Outdoor,Cloudrock Waterproof W Mineral | Kelp
709.00562,Hoodie,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Olympic Hoodie M Redwood
809.00563,Hoodie,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Olympic Hoodie W Redwood
713.00559,Long-T,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Olympic Long-T M Chestnut | Auburn
813.00561,Long-T,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Olympic Long-T W Chestnut | Auburn
701.00601,On-T,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Olympic Team-T M Auburn
801.00602,On-T,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Olympic Team-T W Auburn
21.99221,Cloudflyer Waterproof,Shoes,2021-09-02T00:00:00Z,Performance Running,Cloudflyer Waterproof M Sea | Glacier
21.99219,Cloudflyer Waterproof,Shoes,2021-09-02T00:00:00Z,Performance Running,Cloudflyer Waterproof W Sea | Glacier
43.98707,Cloudrock Waterproof,Shoes,2022-01-12T00:00:00Z,Performance Outdoor,Cloudrock Team Norway W Natural | Gold
43.98708,Cloudrock Waterproof,Shoes,2022-01-12T00:00:00Z,Performance Outdoor,Cloudrock Team Norway M Natural | Gold
41.99463,Cloudswift Edge Prism,Shoes,2021-04-22T00:00:00Z,Performance All Day,Cloudswift Edge Prism M Aurora
41.99461,Cloudswift Edge Prism,Shoes,2021-04-22T00:00:00Z,Performance All Day,Cloudswift Edge Prism W Aurora
722.00575,Polo,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Paralympic Polo M Redwood
822.00576,Polo,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Paralympic Polo W Redwood
19.99085,Cloud,Shoes,2021-05-20T00:00:00Z,Performance All Day,Cloud Swiss Paralympic M White | Red
19.99084,Cloud,Shoes,2021-05-20T00:00:00Z,Performance All Day,Cloud Swiss Paralympic W White | Red
905.10213,Low Sock,Accessories,2021-05-20T00:00:00Z,Performance Running,Swiss Olympic Low Sock M Red | White
906.10214,Low Sock,Accessories,2021-05-20T00:00:00Z,Performance Running,Swiss Olympic Low Sock W Red | White
48.98746,The Roger Advantage,Shoes,2021-09-01T00:00:00Z,Performance All Day,THE ROGER Advantage LC M White | Black
48.98745,The Roger Advantage,Shoes,2021-09-01T00:00:00Z,Performance All Day,THE ROGER Advantage LC W White | Black
48.99438,The Roger Centre Court,Shoes,2021-02-02T00:00:00Z,Performance All Day,The Roger Centre Court M White | Gum
48.99449,The Roger Centre Court,Shoes,2021-02-02T00:00:00Z,Performance All Day,The Roger Centre Court M Ice | Phantom
48.99448,The Roger Centre Court,Shoes,2021-02-02T00:00:00Z,Performance All Day,The Roger Centre Court M White | Jungle
48.99156,The Roger Centre Court,Shoes,2021-06-01T00:00:00Z,Performance All Day,The Roger Centre Court M White | Flame
48.99157,The Roger Centre Court,Shoes,2021-06-01T00:00:00Z,Performance All Day,The Roger Centre Court M White | Indigo
48.98974,The Roger Centre Court,Shoes,2022-05-19T00:00:00Z,Performance All Day,The Roger Centre Court M White | Surf
48.99437,The Roger Centre Court,Shoes,2021-02-02T00:00:00Z,Performance All Day,The Roger Centre Court W White | Gum
48.99446,The Roger Centre Court,Shoes,2021-02-02T00:00:00Z,Performance All Day,The Roger Centre Court W Ice | Chalk
48.99444,The Roger Centre Court,Shoes,2021-02-02T00:00:00Z,Performance All Day,The Roger Centre Court W White | Sienna
48.99154,The Roger Centre Court,Shoes,2021-06-01T00:00:00Z,Performance All Day,The Roger Centre Court W White | Flame
48.99155,The Roger Centre Court,Shoes,2021-06-01T00:00:00Z,Performance All Day,The Roger Centre Court W White | Indigo
48.98972,The Roger Centre Court,Shoes,2022-05-19T00:00:00Z,Performance All Day,The Roger Centre Court W White | Lily
19.99112,Cloud,Shoes,2021-05-20T00:00:00Z,Performance All Day,Cloud Swiss Olympic Ath M White | Red
19.99111,Cloud,Shoes,2021-05-20T00:00:00Z,Performance All Day,Cloud Swiss Olympic Ath W White | Red
25.99087,Cloudflow,Shoes,2021-07-08T00:00:00Z,Performance Running,Cloudflow CH Paralympic M Rust | Eclipse
25.99086,Cloudflow,Shoes,2021-07-08T00:00:00Z,Performance Running,Cloudflow CH Paralympic W Rust | White
25.99107,Cloudflow,Shoes,2021-07-08T00:00:00Z,Performance Running,Cloudflow Swiss Olympic M Rust | Eclipse
25.99106,Cloudflow,Shoes,2021-07-08T00:00:00Z,Performance Running,Cloudflow Swiss Olympic W Rust | White
22.99552,Cloudventure Waterproof,Shoes,2021-03-18T00:00:00Z,Performance Outdoor,Cloudventure Waterproof M White | Fir
22.99551,Cloudventure Waterproof,Shoes,2021-03-18T00:00:00Z,Performance Outdoor,Cloudventure Waterproof W White | Dawn
32.99251,Cloudventure Waterproof,Shoes,2021-09-14T00:00:00Z,Performance Outdoor,Cloudventure Waterproof M Glacier | Black
32.99252,Cloudventure Waterproof,Shoes,2021-09-14T00:00:00Z,Performance Outdoor,Cloudventure Waterproof M Pecan | Lead
32.99253,Cloudventure Waterproof,Shoes,2021-09-14T00:00:00Z,Performance Outdoor,Cloudventure Waterproof M Black
32.99049,Cloudventure,Shoes,2022-04-14T00:00:00Z,Performance Outdoor,Cloudventure Waterproof M Denim | Midnight
32.99247,Cloudventure Waterproof,Shoes,2021-09-14T00:00:00Z,Performance Outdoor,Cloudventure Waterproof W Glacier | Black
32.99248,Cloudventure Waterproof,Shoes,2021-09-14T00:00:00Z,Performance Outdoor,Cloudventure Waterproof W Ruby | Magnet
32.99249,Cloudventure Waterproof,Shoes,2021-09-14T00:00:00Z,Performance Outdoor,Cloudventure Waterproof W Black
32.99048,Cloudventure,Shoes,2022-04-14T00:00:00Z,Performance Outdoor,Cloudventure Waterproof W Denim | Midnight
781.00552,On-T,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Olympic Graphic-T M White
781.00603,On-T,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Olympic Graphic-T M Redwood
881.00554,On-T,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Olympic Graphic-T W White
915.10217,High Sock,Accessories,2021-05-20T00:00:00Z,Performance Running,Swiss Olympic High Sock M Red | White
916.10218,High Sock,Accessories,2021-05-20T00:00:00Z,Performance Running,Swiss Olympic High Sock W Red | White
709.00582,Hoodie,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Paralympic Hoodie M Redwood
713.00579,Long-T,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Paralympic Long-T M Chestnut | Auburn
813.00581,Long-T,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Paralympic Long-T W Chestnut | Auburn
48.99083,The Roger Centre Court,Shoes,2021-05-20T00:00:00Z,Performance All Day,THE ROGER CH Paralympic M White | Red
48.99082,The Roger Centre Court,Shoes,2021-05-20T00:00:00Z,Performance All Day,THE ROGER CH Paralympic W White | Rose
28.99101,Cloud Hi Edge Stone Pine,Shoes,2021-12-21T00:00:00Z,Performance All Day,Cloud Hi Edge Stone Pine M Jungle | Forest
28.99099,Cloud Hi Edge Stone Pine,Shoes,2021-12-21T00:00:00Z,Performance All Day,Cloud Hi Edge Stone Pine W Jungle | Forest
712.00573,Performance-T,Apparel,2021-05-20T00:00:00Z,Performance Running,Paralympic Performance-T M Chestnut | Auburn
812.00574,Performance-T,Apparel,2021-05-20T00:00:00Z,Performance Running,Paralympic Performance-T W Chestnut | Auburn
913.10221,Sweat Band,Accessories,2021-05-20T00:00:00Z,Performance All Day,Swiss Olympic Sweat Band U Red
877.00599,Active Tights,Apparel,2021-05-20T00:00:00Z,Performance Outdoor,Swiss Team Active Tights W Mulberry
715.00598,Hybrid Shorts,Apparel,2021-05-20T00:00:00Z,Performance Running,Swiss Team Hybrid Shorts M Mulberry
48.99109,The Roger Centre Court,Shoes,2021-05-20T00:00:00Z,Performance All Day,THE ROGER CH Olympic Ath M White | Red
48.99108,The Roger Centre Court,Shoes,2021-05-20T00:00:00Z,Performance All Day,THE ROGER CH Olympic Ath W White | Rose
766.00587,Track Pants,Apparel,2021-05-20T00:00:00Z,Performance Running,CH Paralympic Track Pants M Mulberry
866.00588,Track Pants,Apparel,2021-05-20T00:00:00Z,Performance Running,CH Paralympic Track Pants W Mulberry
846.00572,Sweat Pants,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Olympic Sweat Pants W Mulberry
709.00596,Hoodie,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Olympic Team Hoodie M Redwood
809.00597,Hoodie,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Olympic Team Hoodie W Redwood
766.00567,Track Pants,Apparel,2021-05-20T00:00:00Z,Performance Running,Swiss Olympic Track Pants M Mulberry
48.98744,The Roger Centre Court,Shoes,2021-07-01T00:00:00Z,Performance All Day,The Roger Centre Court JP M White | Red
48.98743,The Roger Centre Court,Shoes,2021-07-01T00:00:00Z,Performance All Day,The Roger Centre Court JP W White | Red
736.00589,Active Pants,Apparel,2021-05-20T00:00:00Z,Performance All Day,CH Paralympic Active Pants M Mulberry
755.00555,Sweat Shorts,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Olympic Sweat Shorts M Mulberry
825.00592,Active Shorts,Apparel,2021-05-20T00:00:00Z,Performance All Day,CH Paralympic Active Shorts W Mulberry
877.00593,Active Tights,Apparel,2021-05-20T00:00:00Z,Performance Running,CH Paralympic Active Tights W Mulberry
715.00586,Hybrid Shorts,Apparel,2021-05-20T00:00:00Z,Performance Running,CH Paralympic Hybrid Shorts M Mulberry
825.00569,Active Shorts,Apparel,2021-05-20T00:00:00Z,Performance All Day,Swiss Olympic Active Shorts W Mulberry
877.00571,Active Tights,Apparel,2021-05-20T00:00:00Z,Performance Running,Swiss Olympic Active Tights W Mulberry
715.00566,Hybrid Shorts,Apparel,2021-05-20T00:00:00Z,Performance Running,Swiss Olympic Hybrid Shorts M Mulberry
712.00551,Performance-T,Apparel,2021-05-20T00:00:00Z,Performance Running,Swiss Olympic Performance-T M Chestnut | Auburn
812.00553,Performance-T,Apparel,2021-05-20T00:00:00Z,Performance Running,Swiss Olympic Performance-T W Chestnut | Auburn
714.00584,Weather-Jacket,Apparel,2021-05-20T00:00:00Z,Performance Running,CH Paralympic Weather Jacket M Chestnut | Auburn
714.00584,Weather Jacket,Apparel,2021-05-20T00:00:00Z,Performance Running,CH Paralympic Weather Jacket M Chestnut | Auburn
814.00585,Weather-Jacket,Apparel,2021-05-20T00:00:00Z,Performance Running,CH Paralympic Weather Jacket W Chestnut | Auburn
814.00585,Weather Jacket,Apparel,2021-05-20T00:00:00Z,Performance Running,CH Paralympic Weather Jacket W Chestnut | Auburn
714.00564,Weather-Jacket,Apparel,2021-05-20T00:00:00Z,Performance Running,Swiss Olympic Weather Jacket M Chestnut | Auburn
714.00564,Weather Jacket,Apparel,2021-05-20T00:00:00Z,Performance Running,Swiss Olympic Weather Jacket M Chestnut | Auburn
814.00565,Weather-Jacket,Apparel,2021-05-20T00:00:00Z,Performance Running,Swiss Olympic Weather Jacket W Chestnut | Auburn
814.00565,Weather Jacket,Apparel,2021-05-20T00:00:00Z,Performance Running,Swiss Olympic Weather Jacket W Chestnut | Auburn
931.10224,Lightweight-Cap,Accessories,2021-05-20T00:00:00Z,Performance Running,Swiss Olympic Lightweight Cap U Mulberry
931.10225,Lightweight-Cap,Accessories,2021-05-20T00:00:00Z,Performance Running,Swiss Olympic Lightweight Cap U Red
836.00591,Lightweight Pants,Apparel,2021-05-20T00:00:00Z,Performance Running,CH Paralympic Lightweight Pants W Mulberry
836.00568,Lightweight Pants,Apparel,2021-05-20T00:00:00Z,Performance Running,Swiss Olympic Lightweight Pants W Mulberry
48.99076,The Roger Advantage,Shoes,2021-05-20T00:00:00Z,Performance All Day,THE ROGER Advantage Swiss Olympic M White | Red
48.99075,The Roger Centre Court,Shoes,2021-05-20T00:00:00Z,Performance All Day,THE ROGER Advantage Swiss Olympic W White | Rose
