item_code,model_name,item_category,phase_in_at,vertical_name,sku
101.00313,On-T,Apparel,2021-08-19T00:00:00Z,Performance All Day,On-T M Mulberry
101.00090,On-T,Apparel,2021-10-14T00:00:00Z,Performance All Day,On-T M Olive
201.00266,On-T,Apparel,2021-02-11T00:00:00Z,Performance All Day,On-T W Mineral
201.00268,On-T,Apparel,2021-02-11T00:00:00Z,Performance All Day,On-T W Navy
201.00267,On-T,Apparel,2021-08-19T00:00:00Z,Performance All Day,On-T W Mulberry
201.00397,On-T,Apparel,2021-02-11T00:00:00Z,Performance All Day,On-T W Black
161.00409,On-T,Apparel,2022-02-03T00:00:00Z,Performance All Day,On-T M White
161.00410,On-T,Apparel,2022-02-03T00:00:00Z,Performance All Day,On-T M Black
161.00411,On-T,Apparel,2022-03-03T00:00:00Z,Performance All Day,On-T M Olive
161.00412,On-T,Apparel,2022-03-03T00:00:00Z,Performance All Day,On-T M Surf
261.00413,On-T,Apparel,2022-02-03T00:00:00Z,Performance All Day,On-T W Black
261.00414,On-T,Apparel,2022-02-03T00:00:00Z,Performance All Day,On-T W White
261.00415,On-T,Apparel,2022-03-03T00:00:00Z,Performance All Day,On-T W Fiji
413.01254,On-T,Apparel,2022-04-28T00:00:00Z,Performance All Day,On-T 3 M White
413.01255,On-T,Apparel,2022-04-28T00:00:00Z,Performance All Day,On-T 3 M Black
403.01247,On-T,Apparel,2022-04-28T00:00:00Z,Performance All Day,On-T 3 W Black
403.01248,On-T,Apparel,2022-04-28T00:00:00Z,Performance All Day,On-T 3 W White
19.99195,Cloud,Shoes,2021-06-29T00:00:00Z,Performance All Day,Cloud M Zinc | White
19.99196,Cloud,Shoes,2021-06-29T00:00:00Z,Performance All Day,Cloud M Ox | White
19.99198,Cloud,Shoes,2021-06-29T00:00:00Z,Performance All Day,Cloud M Lead | Black
19.99193,Cloud,Shoes,2021-06-29T00:00:00Z,Performance All Day,Cloud W Ruby | White
19.99194,Cloud,Shoes,2021-06-29T00:00:00Z,Performance All Day,Cloud W Glacier | White
19.99197,Cloud,Shoes,2021-06-29T00:00:00Z,Performance All Day,Cloud W Tide | Magnet
59.98986,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M All Black
59.98986, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M All Black
59.98919,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M Black | White
59.98919, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M Black | White
59.98918,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M All White
59.98918, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M All White
59.98916,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M Midnight | White
59.98916, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M Midnight | White
59.98915,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M Niagara | Black
59.98915, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M Niagara | Black
59.98913,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M Chai | Magnet
59.98913, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M Chai | Magnet
59.98912,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M Olive | White
59.98912, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M Olive | White
59.98909,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M Glacier | White
59.98909, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M Glacier | White
59.98775, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M Ice | White
59.98775,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 M Ice | White
59.98905,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W All Black
59.98905, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W All Black
59.98904,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W Black | White
59.98904, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W Black | White
59.98902,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W All White
59.98902, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W All White
59.98901, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W Denim | White
59.98901,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W Denim | White
59.98899,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W Lily | Frost
59.98899, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W Lily | Frost
59.98898,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W Rust | Black
59.98898, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W Rust | Black
59.98895,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W Surf | Cobble
59.98895, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W Surf | Cobble
59.98774,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W Ice | White
59.98774, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W Ice | White
59.98773,Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W Pearl | White
59.98773, Cloud 5,Shoes,2022-02-03T00:00:00Z,Performance All Day,Cloud 5 W Pearl | White
154.00348,Parka,Apparel,2021-09-21T00:00:00Z,Performance All Day,Parka M Navy
154.00347,Parka,Apparel,2021-09-21T00:00:00Z,Performance All Day,Parka M Chai
254.00349,Parka,Apparel,2021-09-21T00:00:00Z,Performance All Day,Parka W Chai
254.00350,Parka,Apparel,2021-09-21T00:00:00Z,Performance All Day,Parka W Navy
119.00684,Hoodie,Apparel,2021-11-01T00:00:00Z,Performance All Day,Hoodie M Black
119.00343,Hoodie,Apparel,2021-08-19T00:00:00Z,Performance All Day,Hoodie M Navy
119.00344,Hoodie,Apparel,2021-08-19T00:00:00Z,Performance All Day,Hoodie M Mulberry
119.00442,Hoodie,Apparel,2022-04-14T00:00:00Z,Performance All Day,Hoodie M Rock
119.00675,Hoodie,Apparel,2022-04-14T00:00:00Z,Performance All Day,Hoodie M Black
219.00346,Hoodie,Apparel,2021-09-30T00:00:00Z,Performance All Day,Hoodie W Mulberry
219.00345,Hoodie,Apparel,2021-09-30T00:00:00Z,Performance All Day,Hoodie W Navy
219.00685,Hoodie,Apparel,2021-11-01T00:00:00Z,Performance All Day,Hoodie W Black
219.00701,Hoodie,Apparel,2022-04-14T00:00:00Z,Performance All Day,Hoodie W Sea
108.00286,Tank-T,Apparel,2021-04-22T00:00:00Z,Performance Running,Tank-T M Limelight | Black
108.00287,Tank-T,Apparel,2021-02-11T00:00:00Z,Performance Running,Tank-T M Glacier| Black
108.00288,Tank-T,Apparel,2021-02-11T00:00:00Z,Performance Running,Tank-T M Marina | Black
416.01258,Tank-T,Apparel,2022-04-28T00:00:00Z,Performance Running,Tank-T 1 M Glacier | Black
108.00436,Tank-T,Apparel,2022-05-12T00:00:00Z,Performance Running,Tank-T M Meadow | Black
108.00437,Tank-T,Apparel,2022-05-12T00:00:00Z,Performance Running,Tank-T M Denim | Navy
208.00233,Tank-T,Apparel,2021-04-22T00:00:00Z,Performance Running,Tank-T W Limelight | Black
208.00234,Tank-T,Apparel,2021-02-11T00:00:00Z,Performance Running,Tank-T W Glacier | Black
208.00235,Tank-T,Apparel,2021-02-11T00:00:00Z,Performance Running,Tank-T W Marina | Black
406.01251,Tank-T,Apparel,2022-04-28T00:00:00Z,Performance Running,Tank-T 1 W Glacier | Black
208.00438,Tank-T,Apparel,2022-05-12T00:00:00Z,Performance Running,Tank-T W Black | Glacier
208.00439,Tank-T,Apparel,2022-05-12T00:00:00Z,Performance Running,Tank-T W Meadow | Glacier
208.00440,Tank-T,Apparel,2022-05-12T00:00:00Z,Performance Running,Tank-T W Twilight | Navy
40.99595,Cloud X,Shoes,2021-02-18T00:00:00Z,Performance Running,Cloud X M Glacier | Olive
40.99241,Cloud X,Shoes,2021-07-29T00:00:00Z,Performance Running,Cloud X M Rust | Rock
40.99242,Cloud X,Shoes,2021-07-29T00:00:00Z,Performance Running,Cloud X M Olive | Fir
40.99038,Cloud X,Shoes,2022-04-14T00:00:00Z,Performance Running,Cloud X M Alloy | Niagara
40.99592,Cloud X,Shoes,2021-02-18T00:00:00Z,Performance Running,Cloud X W Black | Pearl
40.99239,Cloud X,Shoes,2021-07-29T00:00:00Z,Performance Running,Cloud X W Mocha | Sand
40.99036,Cloud X,Shoes,2022-04-14T00:00:00Z,Performance Running,Cloud X W Aloe | Surf
40.99041,Cloud X,Shoes,2022-04-14T00:00:00Z,Performance Running,Cloud X W Alloy | Lily
122.00308,Active-T,Apparel,2021-02-11T00:00:00Z,Performance All Day,Active-T M Dark
122.00309,Active-T,Apparel,2021-04-22T00:00:00Z,Performance All Day,Active-T M Limelight
122.00334,Active-T,Apparel,2021-08-19T00:00:00Z,Performance All Day,Active-T M Mulberry
409.01256,Active-T,Apparel,2022-04-28T00:00:00Z,Performance All Day,Active-T 1 M Black
122.00427,Active-T,Apparel,2022-04-14T00:00:00Z,Performance All Day,Active-T M Denim
122.00429,Active-T,Apparel,2022-04-14T00:00:00Z,Performance All Day,Active-T M Olive
28.99654,Cloud Hi,Shoes,2021-02-04T00:00:00Z,Performance All Day,Cloud Hi M Navy
28.99599,Cloud Hi,Shoes,2021-02-04T00:00:00Z,Performance All Day,Cloud Hi M Dune
28.99173,Cloud Hi,Shoes,2021-10-14T00:00:00Z,Performance All Day,Cloud Hi M Glacier
28.99174,Cloud Hi,Shoes,2021-10-14T00:00:00Z,Performance All Day,Cloud Hi M Forest
28.99647,Cloud Hi,Shoes,2021-02-04T00:00:00Z,Performance All Day,Cloud Hi W Dune
28.99475,Cloud Hi,Shoes,2021-02-04T00:00:00Z,Performance All Day,Cloud Hi W Mocha
28.99171,Cloud Hi,Shoes,2021-10-14T00:00:00Z,Performance All Day,Cloud Hi W Desert
28.99172,Cloud Hi,Shoes,2021-10-14T00:00:00Z,Performance All Day,Cloud Hi W Mulberry
50.99561,Cloudace,Shoes,2021-04-01T00:00:00Z,Performance Running,Cloudace M Black | Eclipse
50.99559,Cloudace,Shoes,2021-04-01T00:00:00Z,Performance Running,Cloudace M Midnight | Navy
50.99207,Cloudace,Shoes,2021-10-14T00:00:00Z,Performance Running,Cloudace M Ice | Tide
50.99557,Cloudace,Shoes,2021-04-01T00:00:00Z,Performance Running,Cloudace W Black | Eclipse
50.99556,Cloudace,Shoes,2021-04-01T00:00:00Z,Performance Running,Cloudace W Wash | Navy
50.99206,Cloudace,Shoes,2021-10-14T00:00:00Z,Performance Running,Cloudace W Glacier | Terracotta
372.00713,Mid Sock,Accessories,2021-11-18T00:00:00Z,Performance Running,Mid Sock M Navy | Mulberry
372.00802,Mid Sock,Accessories,2021-11-18T00:00:00Z,Performance Running,Mid Sock M Mulberry | Black
382.00714,Mid Sock,Accessories,2021-11-18T00:00:00Z,Performance Running,Mid Sock W Mulberry | Black
382.00803,Mid Sock,Accessories,2021-11-18T00:00:00Z,Performance Running,Mid Sock W Navy | Mulberry
318.00811,Breaker-T,Apparel,2022-03-03T00:00:00Z,Performance All Day,Breaker-T U Black
18.99489,Cloud Dip,Shoes,2021-04-01T00:00:00Z,Performance All Day,Cloud Dip M Sand | Cumin
18.99488,Cloud Dip,Shoes,2021-04-01T00:00:00Z,Performance All Day,Cloud Dip M Reseda | Olive
18.99487,Cloud Dip,Shoes,2021-04-01T00:00:00Z,Performance All Day,Cloud Dip W Cork | Cocoa
18.99486,Cloud Dip,Shoes,2021-04-01T00:00:00Z,Performance All Day,Cloud Dip W Hay | Leaf
49.99132,Cloudaway,Shoes,2021-08-26T00:00:00Z,Performance All Day,Cloudaway M Bronze | White
49.99133,Cloudaway,Shoes,2021-08-26T00:00:00Z,Performance All Day,Cloudaway M Ink | White
49.99134,Cloudaway,Shoes,2021-08-26T00:00:00Z,Performance All Day,Cloudaway M Black | Rock
49.98948,Cloudaway,Shoes,2022-03-24T00:00:00Z,Performance All Day,Cloudaway M Ice | Chili
49.98947,Cloudaway,Shoes,2022-03-24T00:00:00Z,Performance All Day,Cloudaway M Pearl | Fog
49.99128,Cloudaway,Shoes,2021-08-26T00:00:00Z,Performance All Day,Cloudaway W Almond | Glacier
49.99129,Cloudaway,Shoes,2021-08-26T00:00:00Z,Performance All Day,Cloudaway W Black | Rock
49.99131,Cloudaway,Shoes,2021-08-26T00:00:00Z,Performance All Day,Cloudaway W Ice | Chili
49.98946,Cloudaway,Shoes,2022-03-24T00:00:00Z,Performance All Day,Cloudaway W Ink | White
49.98945,Cloudaway,Shoes,2022-03-24T00:00:00Z,Performance All Day,Cloudaway W Ivory | Pearl
35.99235,Cloudflow,Shoes,2021-07-08T00:00:00Z,Performance Running,Cloudflow M Alloy | Magnet
35.99236,Cloudflow,Shoes,2021-07-08T00:00:00Z,Performance Running,Cloudflow M Rust | Eclipse
35.99237,Cloudflow,Shoes,2021-07-08T00:00:00Z,Performance Running,Cloudflow M Lake | Flare
35.99238,Cloudflow,Shoes,2021-07-08T00:00:00Z,Performance Running,Cloudflow M Black | Asphalt
35.99231,Cloudflow,Shoes,2021-07-08T00:00:00Z,Performance Running,Cloudflow W Mulberry | Mineral
35.99232,Cloudflow,Shoes,2021-07-08T00:00:00Z,Performance Running,Cloudflow W Rust | White
35.99233,Cloudflow,Shoes,2021-07-08T00:00:00Z,Performance Running,Cloudflow W Marina | White
35.99234,Cloudflow,Shoes,2021-07-08T00:00:00Z,Performance Running,Cloudflow W Rock | Rose
26.99819,Cloudnova,Shoes,2021-03-04T00:00:00Z,Performance All Day,Cloudnova M Silver | Orange
26.99481,Cloudnova,Shoes,2021-04-01T00:00:00Z,Performance All Day,Cloudnova M Cobalt | Flame
26.99182,Cloudnova,Shoes,2021-11-04T00:00:00Z,Performance All Day,Cloudnova M White | Pecan
26.99183,Cloudnova,Shoes,2021-06-29T00:00:00Z,Performance All Day,Cloudnova M Cumin | Flame
26.99184,Cloudnova,Shoes,2021-10-14T00:00:00Z,Performance All Day,Cloudnova M Eclipse| Rose
26.99185,Cloudnova,Shoes,2021-10-14T00:00:00Z,Performance All Day,Cloudnova M Arctic | Navy
26.99118,Cloudnova,Shoes,2021-06-29T00:00:00Z,Performance All Day,Cloudnova M All White
26.99117,Cloudnova,Shoes,2021-06-29T00:00:00Z,Performance All Day,Cloudnova M Navy | White
26.99116,Cloudnova,Shoes,2021-06-29T00:00:00Z,Performance All Day,Cloudnova M Phantom | White
26.99173,Cloudnova,Shoes,2021-11-04T00:00:00Z,Performance All Day,Cloudnova M White | Pearl
26.98992,Cloudnova,Shoes,2022-03-31T00:00:00Z,Performance All Day,Cloudnova M Eclipse | Meadow
26.98991,Cloudnova,Shoes,2022-03-31T00:00:00Z,Performance All Day,Cloudnova M White | Red
26.98989,Cloudnova,Shoes,2022-03-31T00:00:00Z,Performance All Day,Cloudnova M White | Mineral
26.99811,Cloudnova,Shoes,2021-03-04T00:00:00Z,Performance All Day,Cloudnova W White | Violet
26.99478,Cloudnova,Shoes,2021-04-01T00:00:00Z,Performance All Day,Cloudnova W Cream | Camo
26.99115,Cloudnova,Shoes,2021-06-29T00:00:00Z,Performance All Day,Cloudnova W All White
26.99114,Cloudnova,Shoes,2021-06-29T00:00:00Z,Performance All Day,Cloudnova W Navy | White
26.99177,Cloudnova,Shoes,2021-11-04T00:00:00Z,Performance All Day,Cloudnova W White | Pearl
26.99178,Cloudnova,Shoes,2021-06-29T00:00:00Z,Performance All Day,Cloudnova W Pearl | Flame
26.99179,Cloudnova,Shoes,2021-10-14T00:00:00Z,Performance All Day,Cloudnova W Eclipse| Rose
26.99181,Cloudnova,Shoes,2021-10-14T00:00:00Z,Performance All Day,Cloudnova W Arctic | Navy
26.99113,Cloudnova,Shoes,2021-06-29T00:00:00Z,Performance All Day,Cloudnova W Phantom | White
26.99174,Cloudnova,Shoes,2021-11-04T00:00:00Z,Performance All Day,Cloudnova W White | Pecan
26.98984,Cloudnova,Shoes,2022-03-31T00:00:00Z,Performance All Day,Cloudnova W Eclipse | Meadow
26.98983,Cloudnova,Shoes,2022-03-31T00:00:00Z,Performance All Day,Cloudnova W White | Cobalt
26.98982,Cloudnova,Shoes,2022-03-31T00:00:00Z,Performance All Day,Cloudnova W White | Glacier
153.00316,Crew Neck,Apparel,2021-02-11T00:00:00Z,Performance All Day,Crew Neck M Dark
153.00318,Crew Neck,Apparel,2021-04-22T00:00:00Z,Performance All Day,Crew Neck M Limelight
153.00088,Crew Neck,Apparel,2021-10-14T00:00:00Z,Performance All Day,Crew Neck M Olive
153.00463,Crew Neck,Apparel,2022-02-03T00:00:00Z,Performance All Day,Crew Neck M Navy
153.00464,Crew Neck,Apparel,2022-03-03T00:00:00Z,Performance All Day,Crew Neck M Sea
253.00338,Crew Neck,Apparel,2021-02-11T00:00:00Z,Performance All Day,Crew Neck W Lilac
253.00337,Crew Neck,Apparel,2021-02-11T00:00:00Z,Performance All Day,Crew Neck W Dark
253.00465,Crew Neck,Apparel,2022-02-03T00:00:00Z,Performance All Day,Crew Neck W Navy
253.00466,Crew Neck,Apparel,2022-03-03T00:00:00Z,Performance All Day,Crew Neck W White
171.00614,Graphic-T,Apparel,2021-10-07T00:00:00Z,Performance All Day,Graphic-T M Mulberry
171.00495,Graphic-T,Apparel,2021-08-19T00:00:00Z,Performance All Day,Graphic-T M White
171.00605,Graphic-T,Apparel,2022-04-14T00:00:00Z,Performance All Day,Graphic-T M Sea
171.00686,Graphic-T,Apparel,2022-04-14T00:00:00Z,Performance All Day,Graphic-T M White
171.00613,Graphic-T,Apparel,2021-08-19T00:00:00Z,Performance All Day,Graphic-T M Cerulean
171.00703,Graphic-T,Apparel,2022-04-14T00:00:00Z,Performance All Day,Graphic-T M White | Vine
271.00612,Graphic-T,Apparel,2021-10-07T00:00:00Z,Performance All Day,Graphic-T W Mulberry
271.00496,Graphic-T,Apparel,2021-08-19T00:00:00Z,Performance All Day,Graphic-T W White
271.00609,Graphic-T,Apparel,2022-04-14T00:00:00Z,Performance All Day,Graphic-T W Fiji
271.00687,Graphic-T,Apparel,2022-04-14T00:00:00Z,Performance All Day,Graphic-T W White
271.00611,Graphic-T,Apparel,2021-08-19T00:00:00Z,Performance All Day,Graphic-T W Lilac
271.00704,Graphic-T,Apparel,2022-04-14T00:00:00Z,Performance All Day,Graphic-T W White | Sea
171.00604,Graphic-T,Apparel,2021-08-19T00:00:00Z,Performance All Day,Graphic-T M Black
181.00623,Graphic-T,Apparel,2021-11-01T00:00:00Z,Performance All Day,Graphic-T M Black
181.00624,Graphic-T,Apparel,2021-11-01T00:00:00Z,Performance All Day,Graphic-T M White
271.00607,Graphic-T,Apparel,2021-08-19T00:00:00Z,Performance All Day,Graphic-T W Black
281.00625,Graphic-T,Apparel,2021-11-01T00:00:00Z,Performance All Day,Graphic-T W Black
281.00626,Graphic-T,Apparel,2021-11-01T00:00:00Z,Performance All Day,Graphic-T W White
392.10232,High Sock,Accessories,2021-07-20T00:00:00Z,Performance Running,High Sock M Chili | Spice
392.10234,High Sock,Accessories,2021-07-20T00:00:00Z,Performance Running,High Sock M Limelight | Ice
392.10236,High Sock,Accessories,2021-07-20T00:00:00Z,Performance Running,High Sock M Navy | Lilac
313.10233,High Sock,Accessories,2021-07-20T00:00:00Z,Performance Running,High Sock W Chili | Spice
313.10235,High Sock,Accessories,2021-07-20T00:00:00Z,Performance Running,High Sock W Limelight | Ice
313.10237,High Sock,Accessories,2021-07-20T00:00:00Z,Performance Running,High Sock W Navy | Lilac
69.98867,Cloud 5 Push,Shoes,2022-04-07T00:00:00Z,Performance All Day,Cloud 5 Push M Niagara | Chambray
69.98866,Cloud 5 Push,Shoes,2022-04-07T00:00:00Z,Performance All Day,Cloud 5 Push M Eclipse | Chambray
69.98864,Cloud 5 Push,Shoes,2022-04-07T00:00:00Z,Performance All Day,Cloud 5 Push M White | Flame
69.98861,Cloud 5 Push,Shoes,2022-04-21T00:00:00Z,Performance All Day,Cloud 5 Push M Hay | Acacia
69.98859,Cloud 5 Push,Shoes,2022-04-21T00:00:00Z,Performance All Day,Cloud 5 Push M Cobalt | Indigo
69.98856,Cloud 5 Push,Shoes,2022-04-07T00:00:00Z,Performance All Day,Cloud 5 Push W White | Cobble
69.98854,Cloud 5 Push,Shoes,2022-04-07T00:00:00Z,Performance All Day,Cloud 5 Push W White | Oasis
69.98853,Cloud 5 Push,Shoes,2022-04-07T00:00:00Z,Performance All Day,Cloud 5 Push W Lavender | Chambray
69.98852,Cloud 5 Push,Shoes,2022-04-21T00:00:00Z,Performance All Day,Cloud 5 Push W Hay | Acacia
69.98851,Cloud 5 Push,Shoes,2022-04-21T00:00:00Z,Performance All Day,Cloud 5 Push W Cobalt | Indigo
21.99567,Cloudflyer,Shoes,2021-02-18T00:00:00Z,Performance Running,Cloudflyer M Midnight | Rust
21.99225,Cloudflyer,Shoes,2021-06-03T00:00:00Z,Performance Running,Cloudflyer M All Black
21.99032,Cloudflyer,Shoes,2022-01-27T00:00:00Z,Performance Running,Cloudflyer M Glacier | Flame
21.99566,Cloudflyer,Shoes,2021-02-18T00:00:00Z,Performance Running,Cloudflyer W Glacier | Rosebrown
21.99224,Cloudflyer,Shoes,2021-06-03T00:00:00Z,Performance Running,Cloudflyer W Flare | Quartz
21.99031,Cloudflyer,Shoes,2022-01-27T00:00:00Z,Performance Running,Cloudflyer W Lavender | Meadow
33.99547,Cloudridge,Shoes,2021-03-18T00:00:00Z,Performance Outdoor,Cloudridge M Sand | Rock
33.99546,Cloudridge,Shoes,2021-03-18T00:00:00Z,Performance Outdoor,Cloudridge M Eclipse | Black
33.99244,Cloudridge,Shoes,2021-09-02T00:00:00Z,Performance Outdoor,Cloudridge M Midnight | Navy
33.99545,Cloudridge,Shoes,2021-03-18T00:00:00Z,Performance Outdoor,Cloudridge W Mocha | Pebble
33.99409,Cloudridge,Shoes,2021-03-18T00:00:00Z,Performance Outdoor,Cloudridge W Glacier | Sea
33.99243,Cloudridge,Shoes,2021-09-02T00:00:00Z,Performance Outdoor,Cloudridge W Midnight | Navy
72.98192,Cloudspike 10000m,Shoes,2022-02-01T00:00:00Z,Performance Running,Cloudspike M White | Black
82.98189,Cloudspike 1500m,Shoes,2022-02-01T00:00:00Z,Performance Running,Cloudspike M White | Black
72.98191,Cloudspike 10000m,Shoes,2022-02-01T00:00:00Z,Performance Running,Cloudspike W White | Black
82.98188,Cloudspike 1500m,Shoes,2022-02-01T00:00:00Z,Performance Running,Cloudspike W White | Black
41.99585,Cloudswift,Shoes,2021-02-04T00:00:00Z,Performance Running,Cloudswift M Black | Rock
41.99585,Cloudswift 3,Shoes,2021-02-04T00:00:00Z,Performance Running,Cloudswift M Black | Rock
41.99584,Cloudswift 3,Shoes,2021-02-04T00:00:00Z,Performance Running,Cloudswift M Denim | Midnight
41.99584,Cloudswift,Shoes,2021-02-04T00:00:00Z,Performance Running,Cloudswift M Denim | Midnight
41.99583,Cloudswift,Shoes,2021-02-04T00:00:00Z,Performance Running,Cloudswift M Rock | Slate
41.99583,Cloudswift 3,Shoes,2021-02-04T00:00:00Z,Performance Running,Cloudswift M Rock | Slate
41.99582,Cloudswift 3,Shoes,2021-02-04T00:00:00Z,Performance Running,Cloudswift M White | Flame
41.99582,Cloudswift,Shoes,2021-02-04T00:00:00Z,Performance Running,Cloudswift M White | Flame
41.99227,Cloudswift 3,Shoes,2021-07-29T00:00:00Z,Performance Running,Cloudswift M Magnet | Citron
41.99227,Cloudswift,Shoes,2021-07-29T00:00:00Z,Performance Running,Cloudswift M Magnet | Citron
41.99581,Cloudswift,Shoes,2021-02-04T00:00:00Z,Performance Running,Cloudswift W Black | Rock
41.99581,Cloudswift 3,Shoes,2021-02-04T00:00:00Z,Performance Running,Cloudswift W Black | Rock
41.99579,Cloudswift,Shoes,2021-02-04T00:00:00Z,Performance Running,Cloudswift W Glacier | White
41.99579,Cloudswift 3,Shoes,2021-02-04T00:00:00Z,Performance Running,Cloudswift W Glacier | White
41.99578,Cloudswift 3,Shoes,2021-02-04T00:00:00Z,Performance Running,Cloudswift W Lake | Sky
41.99578,Cloudswift,Shoes,2021-02-04T00:00:00Z,Performance Running,Cloudswift W Lake | Sky
41.99577,Cloudswift,Shoes,2021-02-04T00:00:00Z,Performance Running,Cloudswift W White | Limelight
41.99577,Cloudswift 3,Shoes,2021-02-04T00:00:00Z,Performance Running,Cloudswift W White | Limelight
41.99226,Cloudswift 3,Shoes,2021-07-29T00:00:00Z,Performance Running,Cloudswift W Magnet | Lavender
41.99226,Cloudswift,Shoes,2021-07-29T00:00:00Z,Performance Running,Cloudswift W Magnet | Lavender
44.99543,Cloudultra,Shoes,2021-03-04T00:00:00Z,Performance Outdoor,Cloudultra M Black | White
44.99542,Cloudultra,Shoes,2021-03-04T00:00:00Z,Performance Outdoor,Cloudultra M Limelight | Eclipse
44.99541,Cloudultra,Shoes,2021-09-02T00:00:00Z,Performance Outdoor,Cloudultra M Olive | Eclipse
44.99538,Cloudultra,Shoes,2021-03-04T00:00:00Z,Performance Outdoor,Cloudultra W Black | White
44.99537,Cloudultra,Shoes,2021-03-04T00:00:00Z,Performance Outdoor,Cloudultra W Moss | Eclipse
44.99536,Cloudultra,Shoes,2021-09-02T00:00:00Z,Performance Outdoor,Cloudultra W Lavender | Eclipse
64.99061,Cloudvista,Shoes,2022-03-17T00:00:00Z,Performance Outdoor,Cloudvista M Frost | Ink
64.99059,Cloudvista,Shoes,2022-03-17T00:00:00Z,Performance Outdoor,Cloudvista M Glacier | Black
64.98928,Cloudvista,Shoes,2022-05-12T00:00:00Z,Performance Outdoor,Cloudvista M Sandstone | Alloy
64.99058,Cloudvista,Shoes,2022-03-17T00:00:00Z,Performance Outdoor,Cloudvista W Glacier | Black
64.99057,Cloudvista,Shoes,2022-03-17T00:00:00Z,Performance Outdoor,Cloudvista W Frost | Mineral
64.98927,Cloudvista,Shoes,2022-05-12T00:00:00Z,Performance Outdoor,Cloudvista W White | Rust
228.00258,Active Tank,Apparel,2021-02-11T00:00:00Z,Performance All Day,Active Tank W Lilac
228.00259,Active Tank,Apparel,2021-02-11T00:00:00Z,Performance All Day,Active Tank W Navy
404.01249,Active Tank,Apparel,2022-04-28T00:00:00Z,Performance All Day,Active Tank 1 W White
228.00447,Active Tank,Apparel,2022-03-03T00:00:00Z,Performance All Day,Active Tank W Mulberry
228.00448,Active Tank,Apparel,2022-03-03T00:00:00Z,Performance All Day,Active Tank W White
228.00682,Active Tank,Apparel,2022-03-03T00:00:00Z,Performance All Day,Active Tank W Sea
18.99501,Cloud Nexus,Shoes,2021-05-20T00:00:00Z,Performance All Day,Cloud Nexus M Forest | Black
18.99499,Cloud Nexus,Shoes,2021-05-20T00:00:00Z,Performance All Day,Cloud Nexus M Glacier | Limelight
18.99192,Cloud Nexus,Shoes,2021-10-14T00:00:00Z,Performance All Day,Cloud Nexus M Ivy | Fir
18.99498,Cloud Nexus,Shoes,2021-05-20T00:00:00Z,Performance All Day,Cloud Nexus W Zinc | Spice
